gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	Atypical NKT cells	CD8+ CD73+ regulatory T cells	CD8+ NK-like TEMRA cells	CD8+ NK-like early effector T cells	CD8+ TEMRA cells	CD8+ central memory T cells	CD8+ cycling effector T cells	CD8+ effector memory T cells 1	CD8+ effector memory T cells 2	CD8+ naive T cells	Gamma Delta T cells	MAIT cells
TGFBR1	P36897	True	TGFR1_HUMAN	TGFbeta receptor1	CPI-SC03DD946B2	0.437	0.032	0.108	0.08	0.127	0.034	0.041	0.061	0.107	0.036	0.15	0.07
ACVR2A	P27037	True	AVR2A_HUMAN	TGFR_AVR2A	CPI-SC001669E22	0.0	0.0	0.0	0.007	0.003	0.004	0.0	0.002	0.0	0.005	0.0	0.0
ACVR2A	P27037	True	AVR2A_HUMAN	TGFR_AVR2A	CPI-SC023986FB9	0.0	0.0	0.0	0.007	0.003	0.004	0.0	0.002	0.0	0.005	0.0	0.0
ACVR2B	Q13705	True	AVR2B_HUMAN	TGFR_AVR2B	CPI-SC017215F7F	0.0	0.007	0.009	0.005	0.005	0.004	0.046	0.003	0.005	0.008	0.018	0.002
ACVR2B	Q13705	True	AVR2B_HUMAN	TGFR_AVR2B	CPI-SC08968AFE6	0.0	0.007	0.009	0.005	0.005	0.004	0.046	0.003	0.005	0.008	0.018	0.002
BMPR2	Q13873	True	BMPR2_HUMAN	TGFR_BMPR2	CPI-SC0FDB4B6D9	0.498	0.073	0.021	0.052	0.063	0.055	0.0	0.061	0.064	0.053	0.078	0.062
TGFBR2	P37173	True	TGFR2_HUMAN	TGFbeta receptor1	CPI-SC098C06330	0.566	0.254	0.233	0.185	0.261	0.254	0.331	0.272	0.357	0.506	0.223	0.239
TGFBR2	P37173	True	TGFR2_HUMAN	TGFbeta receptor1	CPI-SC0D5CFA431	0.566	0.254	0.233	0.185	0.261	0.254	0.331	0.272	0.357	0.506	0.223	0.239
TGFBR2	P37173	True	TGFR2_HUMAN	TGFbeta receptor1	CPI-SC03DD946B2	0.566	0.254	0.233	0.185	0.261	0.254	0.331	0.272	0.357	0.506	0.223	0.239
TGFBR2	P37173	True	TGFR2_HUMAN	TGFbeta receptor2	CPI-SC0984894BC	0.566	0.254	0.233	0.185	0.261	0.254	0.331	0.272	0.357	0.506	0.223	0.239
TGFBR2	P37173	True	TGFR2_HUMAN	TGFbeta receptor2	CPI-SC0077CEB82	0.566	0.254	0.233	0.185	0.261	0.254	0.331	0.272	0.357	0.506	0.223	0.239
TGFBR2	P37173	True	TGFR2_HUMAN	TGFbeta receptor2	CPI-SC032246C72	0.566	0.254	0.233	0.185	0.261	0.254	0.331	0.272	0.357	0.506	0.223	0.239
ACVR1	Q04771	True	ACVR1_HUMAN	TGFbeta receptor2	CPI-SC0984894BC	0.0	0.031	0.003	0.012	0.007	0.019	0.068	0.012	0.012	0.006	0.022	0.009
ACVR1	Q04771	True	ACVR1_HUMAN	TGFbeta receptor2	CPI-SC0077CEB82	0.0	0.031	0.003	0.012	0.007	0.019	0.068	0.012	0.012	0.006	0.022	0.009
ACVR1	Q04771	True	ACVR1_HUMAN	TGFbeta receptor2	CPI-SC032246C72	0.0	0.031	0.003	0.012	0.007	0.019	0.068	0.012	0.012	0.006	0.022	0.009
IL7R	P16871	True	IL7RA_HUMAN	TSLPR	CPI-SC090068F7B	0.201	3.302	0.83	2.662	1.296	2.944	1.22	2.422	1.455	2.204	0.875	3.086
IL7R	P16871	True	IL7RA_HUMAN	TSLPR	CPI-SC047CEF2DD	0.201	3.302	0.83	2.662	1.296	2.944	1.22	2.422	1.455	2.204	0.875	3.086
CRLF2	Q9HC73	True	CRLF2_HUMAN	TSLPR	CPI-SC090068F7B	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0
CRLF2	Q9HC73	True	CRLF2_HUMAN	TSLPR	CPI-SC047CEF2DD	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0
IFNAR1	P17181	True	INAR1_HUMAN	Type I IFNR	CPI-SC09AF1889C	0.415	0.232	0.23	0.265	0.216	0.254	0.351	0.228	0.222	0.249	0.168	0.231
IFNAR1	P17181	True	INAR1_HUMAN	Type I IFNR	CPI-SC0859FAC25	0.415	0.232	0.23	0.265	0.216	0.254	0.351	0.228	0.222	0.249	0.168	0.231
IFNAR1	P17181	True	INAR1_HUMAN	Type I IFNR	CPI-SC064937925	0.415	0.232	0.23	0.265	0.216	0.254	0.351	0.228	0.222	0.249	0.168	0.231
IFNAR1	P17181	True	INAR1_HUMAN	Type I IFNR	CPI-SC0B4211EFF	0.415	0.232	0.23	0.265	0.216	0.254	0.351	0.228	0.222	0.249	0.168	0.231
IFNAR1	P17181	True	INAR1_HUMAN	Type I IFNR	CPI-SC077EB8064	0.415	0.232	0.23	0.265	0.216	0.254	0.351	0.228	0.222	0.249	0.168	0.231
IFNAR1	P17181	True	INAR1_HUMAN	Type I IFNR	CPI-SC0B6162857	0.415	0.232	0.23	0.265	0.216	0.254	0.351	0.228	0.222	0.249	0.168	0.231
IFNAR1	P17181	True	INAR1_HUMAN	Type I IFNR	CPI-SC0A8A78670	0.415	0.232	0.23	0.265	0.216	0.254	0.351	0.228	0.222	0.249	0.168	0.231
IFNAR1	P17181	True	INAR1_HUMAN	Type I IFNR	CPI-SC09458C6C0	0.415	0.232	0.23	0.265	0.216	0.254	0.351	0.228	0.222	0.249	0.168	0.231
IFNAR1	P17181	True	INAR1_HUMAN	Type I IFNR	CPI-SC0AF90F422	0.415	0.232	0.23	0.265	0.216	0.254	0.351	0.228	0.222	0.249	0.168	0.231
IFNAR1	P17181	True	INAR1_HUMAN	Type I IFNR	CPI-SC07A2679B1	0.415	0.232	0.23	0.265	0.216	0.254	0.351	0.228	0.222	0.249	0.168	0.231
IFNAR1	P17181	True	INAR1_HUMAN	Type I IFNR	CPI-SC091D10DFA	0.415	0.232	0.23	0.265	0.216	0.254	0.351	0.228	0.222	0.249	0.168	0.231
IFNAR1	P17181	True	INAR1_HUMAN	Type I IFNR	CPI-SC0E16B866E	0.415	0.232	0.23	0.265	0.216	0.254	0.351	0.228	0.222	0.249	0.168	0.231
IFNAR1	P17181	True	INAR1_HUMAN	Type I IFNR	CPI-SC0C1B5BAA1	0.415	0.232	0.23	0.265	0.216	0.254	0.351	0.228	0.222	0.249	0.168	0.231
IFNAR1	P17181	True	INAR1_HUMAN	Type I IFNR	CPI-SC0EC4B9BBD	0.415	0.232	0.23	0.265	0.216	0.254	0.351	0.228	0.222	0.249	0.168	0.231
IFNAR1	P17181	True	INAR1_HUMAN	Type I IFNR	CPI-SC0B0AFEFF1	0.415	0.232	0.23	0.265	0.216	0.254	0.351	0.228	0.222	0.249	0.168	0.231
IFNAR1	P17181	True	INAR1_HUMAN	Type I IFNR	CPI-SC0D089F0A9	0.415	0.232	0.23	0.265	0.216	0.254	0.351	0.228	0.222	0.249	0.168	0.231
IFNAR2	P48551	True	INAR2_HUMAN	Type I IFNR	CPI-SC09AF1889C	0.195	0.31	0.324	0.39	0.269	0.297	0.355	0.278	0.313	0.269	0.399	0.302
IFNAR2	P48551	True	INAR2_HUMAN	Type I IFNR	CPI-SC0859FAC25	0.195	0.31	0.324	0.39	0.269	0.297	0.355	0.278	0.313	0.269	0.399	0.302
IFNAR2	P48551	True	INAR2_HUMAN	Type I IFNR	CPI-SC064937925	0.195	0.31	0.324	0.39	0.269	0.297	0.355	0.278	0.313	0.269	0.399	0.302
IFNAR2	P48551	True	INAR2_HUMAN	Type I IFNR	CPI-SC0B4211EFF	0.195	0.31	0.324	0.39	0.269	0.297	0.355	0.278	0.313	0.269	0.399	0.302
IFNAR2	P48551	True	INAR2_HUMAN	Type I IFNR	CPI-SC077EB8064	0.195	0.31	0.324	0.39	0.269	0.297	0.355	0.278	0.313	0.269	0.399	0.302
IFNAR2	P48551	True	INAR2_HUMAN	Type I IFNR	CPI-SC0B6162857	0.195	0.31	0.324	0.39	0.269	0.297	0.355	0.278	0.313	0.269	0.399	0.302
IFNAR2	P48551	True	INAR2_HUMAN	Type I IFNR	CPI-SC0A8A78670	0.195	0.31	0.324	0.39	0.269	0.297	0.355	0.278	0.313	0.269	0.399	0.302
IFNAR2	P48551	True	INAR2_HUMAN	Type I IFNR	CPI-SC09458C6C0	0.195	0.31	0.324	0.39	0.269	0.297	0.355	0.278	0.313	0.269	0.399	0.302
IFNAR2	P48551	True	INAR2_HUMAN	Type I IFNR	CPI-SC0AF90F422	0.195	0.31	0.324	0.39	0.269	0.297	0.355	0.278	0.313	0.269	0.399	0.302
IFNAR2	P48551	True	INAR2_HUMAN	Type I IFNR	CPI-SC07A2679B1	0.195	0.31	0.324	0.39	0.269	0.297	0.355	0.278	0.313	0.269	0.399	0.302
IFNAR2	P48551	True	INAR2_HUMAN	Type I IFNR	CPI-SC091D10DFA	0.195	0.31	0.324	0.39	0.269	0.297	0.355	0.278	0.313	0.269	0.399	0.302
IFNAR2	P48551	True	INAR2_HUMAN	Type I IFNR	CPI-SC0E16B866E	0.195	0.31	0.324	0.39	0.269	0.297	0.355	0.278	0.313	0.269	0.399	0.302
IFNAR2	P48551	True	INAR2_HUMAN	Type I IFNR	CPI-SC0C1B5BAA1	0.195	0.31	0.324	0.39	0.269	0.297	0.355	0.278	0.313	0.269	0.399	0.302
IFNAR2	P48551	True	INAR2_HUMAN	Type I IFNR	CPI-SC0EC4B9BBD	0.195	0.31	0.324	0.39	0.269	0.297	0.355	0.278	0.313	0.269	0.399	0.302
IFNAR2	P48551	True	INAR2_HUMAN	Type I IFNR	CPI-SC0B0AFEFF1	0.195	0.31	0.324	0.39	0.269	0.297	0.355	0.278	0.313	0.269	0.399	0.302
IFNAR2	P48551	True	INAR2_HUMAN	Type I IFNR	CPI-SC0D089F0A9	0.195	0.31	0.324	0.39	0.269	0.297	0.355	0.278	0.313	0.269	0.399	0.302
IFNGR1	P15260	True	INGR1_HUMAN	Type II IFNR	CPI-SC09E5431A2	0.156	0.137	0.31	0.142	0.271	0.148	0.277	0.359	0.331	0.091	0.329	0.604
IFNGR2	P38484	True	INGR2_HUMAN	Type II IFNR	CPI-SC09E5431A2	0.0	0.089	0.0	0.002	0.002	0.052	0.0	0.001	0.005	0.13	0.02	0.001
IL10RB	Q08334	True	I10R2_HUMAN	Type III IFNR	CPI-SC07B4ED8C9	0.296	0.205	0.136	0.188	0.175	0.182	0.147	0.192	0.211	0.177	0.208	0.198
IL10RB	Q08334	True	I10R2_HUMAN	Type III IFNR	CPI-SC0F486460D	0.296	0.205	0.136	0.188	0.175	0.182	0.147	0.192	0.211	0.177	0.208	0.198
IL10RB	Q08334	True	I10R2_HUMAN	Type III IFNR	CPI-SC077B6280E	0.296	0.205	0.136	0.188	0.175	0.182	0.147	0.192	0.211	0.177	0.208	0.198
IFNLR1	Q8IU57	True	INLR1_HUMAN	Type III IFNR	CPI-SC07B4ED8C9	0.0	0.005	0.017	0.002	0.014	0.012	0.04	0.018	0.039	0.002	0.0	0.0
IFNLR1	Q8IU57	True	INLR1_HUMAN	Type III IFNR	CPI-SC0F486460D	0.0	0.005	0.017	0.002	0.014	0.012	0.04	0.018	0.039	0.002	0.0	0.0
IFNLR1	Q8IU57	True	INLR1_HUMAN	Type III IFNR	CPI-SC077B6280E	0.0	0.005	0.017	0.002	0.014	0.012	0.04	0.018	0.039	0.002	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC01C699B73	1.899	0.101	0.842	0.773	1.163	0.797	1.145	0.466	0.847	0.119	0.679	0.337
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC00A0B0892	1.899	0.101	0.842	0.773	1.163	0.797	1.145	0.466	0.847	0.119	0.679	0.337
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC07ECBFCA7	1.899	0.101	0.842	0.773	1.163	0.797	1.145	0.466	0.847	0.119	0.679	0.337
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0DA298BEC	1.899	0.101	0.842	0.773	1.163	0.797	1.145	0.466	0.847	0.119	0.679	0.337
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC067433F6B	1.899	0.101	0.842	0.773	1.163	0.797	1.145	0.466	0.847	0.119	0.679	0.337
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0B6F1A278	1.899	0.101	0.842	0.773	1.163	0.797	1.145	0.466	0.847	0.119	0.679	0.337
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0D19BAF15	1.899	0.101	0.842	0.773	1.163	0.797	1.145	0.466	0.847	0.119	0.679	0.337
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0F516B854	1.899	0.101	0.842	0.773	1.163	0.797	1.145	0.466	0.847	0.119	0.679	0.337
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC011F01833	1.899	0.101	0.842	0.773	1.163	0.797	1.145	0.466	0.847	0.119	0.679	0.337
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0FA79E269	1.899	0.101	0.842	0.773	1.163	0.797	1.145	0.466	0.847	0.119	0.679	0.337
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC04936738A	1.899	0.101	0.842	0.773	1.163	0.797	1.145	0.466	0.847	0.119	0.679	0.337
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC02B111AB0	1.899	0.101	0.842	0.773	1.163	0.797	1.145	0.466	0.847	0.119	0.679	0.337
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0CE851065	1.899	0.101	0.842	0.773	1.163	0.797	1.145	0.466	0.847	0.119	0.679	0.337
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC07375C073	1.899	0.101	0.842	0.773	1.163	0.797	1.145	0.466	0.847	0.119	0.679	0.337
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0D6C777F2	1.899	0.101	0.842	0.773	1.163	0.797	1.145	0.466	0.847	0.119	0.679	0.337
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0F74C069F	1.899	0.101	0.842	0.773	1.163	0.797	1.145	0.466	0.847	0.119	0.679	0.337
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC041DEF0FB	1.899	0.101	0.842	0.773	1.163	0.797	1.145	0.466	0.847	0.119	0.679	0.337
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0C907A888	1.899	0.101	0.842	0.773	1.163	0.797	1.145	0.466	0.847	0.119	0.679	0.337
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC08B1D5269	1.899	0.101	0.842	0.773	1.163	0.797	1.145	0.466	0.847	0.119	0.679	0.337
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0F8101D41	1.899	0.101	0.842	0.773	1.163	0.797	1.145	0.466	0.847	0.119	0.679	0.337
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC087556B01	1.899	0.101	0.842	0.773	1.163	0.797	1.145	0.466	0.847	0.119	0.679	0.337
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC08E75294D	1.899	0.101	0.842	0.773	1.163	0.797	1.145	0.466	0.847	0.119	0.679	0.337
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0017F527E	1.899	0.101	0.842	0.773	1.163	0.797	1.145	0.466	0.847	0.119	0.679	0.337
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC00C0800EB	1.899	0.101	0.842	0.773	1.163	0.797	1.145	0.466	0.847	0.119	0.679	0.337
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0A3F146C2	1.899	0.101	0.842	0.773	1.163	0.797	1.145	0.466	0.847	0.119	0.679	0.337
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC008F4294F	1.899	0.101	0.842	0.773	1.163	0.797	1.145	0.466	0.847	0.119	0.679	0.337
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0A199B69E	1.899	0.101	0.842	0.773	1.163	0.797	1.145	0.466	0.847	0.119	0.679	0.337
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC015980AEB	1.899	0.101	0.842	0.773	1.163	0.797	1.145	0.466	0.847	0.119	0.679	0.337
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0F94B2CF9	1.899	0.101	0.842	0.773	1.163	0.797	1.145	0.466	0.847	0.119	0.679	0.337
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC05565E8CE	1.899	0.101	0.842	0.773	1.163	0.797	1.145	0.466	0.847	0.119	0.679	0.337
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0517A327B	1.899	0.101	0.842	0.773	1.163	0.797	1.145	0.466	0.847	0.119	0.679	0.337
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC067EE23E1	1.899	0.101	0.842	0.773	1.163	0.797	1.145	0.466	0.847	0.119	0.679	0.337
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC09DFB2ACA	1.899	0.101	0.842	0.773	1.163	0.797	1.145	0.466	0.847	0.119	0.679	0.337
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC090311934	1.899	0.101	0.842	0.773	1.163	0.797	1.145	0.466	0.847	0.119	0.679	0.337
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC05D8C0EF5	1.899	0.101	0.842	0.773	1.163	0.797	1.145	0.466	0.847	0.119	0.679	0.337
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0725E3A76	1.899	0.101	0.842	0.773	1.163	0.797	1.145	0.466	0.847	0.119	0.679	0.337
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0C9CBDD21	1.899	0.101	0.842	0.773	1.163	0.797	1.145	0.466	0.847	0.119	0.679	0.337
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0BA1D5E00	1.899	0.101	0.842	0.773	1.163	0.797	1.145	0.466	0.847	0.119	0.679	0.337
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0147A8A42	1.899	0.101	0.842	0.773	1.163	0.797	1.145	0.466	0.847	0.119	0.679	0.337
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC08938BB1C	1.899	0.101	0.842	0.773	1.163	0.797	1.145	0.466	0.847	0.119	0.679	0.337
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC02131C05A	1.899	0.101	0.842	0.773	1.163	0.797	1.145	0.466	0.847	0.119	0.679	0.337
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0BF16A11C	1.899	0.101	0.842	0.773	1.163	0.797	1.145	0.466	0.847	0.119	0.679	0.337
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC06B4C6DD5	1.899	0.101	0.842	0.773	1.163	0.797	1.145	0.466	0.847	0.119	0.679	0.337
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC0B808E56A	1.899	0.101	0.842	0.773	1.163	0.797	1.145	0.466	0.847	0.119	0.679	0.337
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC089D4762F	1.899	0.101	0.842	0.773	1.163	0.797	1.145	0.466	0.847	0.119	0.679	0.337
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC0F73E9099	1.899	0.101	0.842	0.773	1.163	0.797	1.145	0.466	0.847	0.119	0.679	0.337
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC016235D3A	1.899	0.101	0.842	0.773	1.163	0.797	1.145	0.466	0.847	0.119	0.679	0.337
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC0BC63F8C0	1.899	0.101	0.842	0.773	1.163	0.797	1.145	0.466	0.847	0.119	0.679	0.337
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC0672FBD31	1.899	0.101	0.842	0.773	1.163	0.797	1.145	0.466	0.847	0.119	0.679	0.337
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC0545E2502	1.899	0.101	0.842	0.773	1.163	0.797	1.145	0.466	0.847	0.119	0.679	0.337
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC006E22794	1.899	0.101	0.842	0.773	1.163	0.797	1.145	0.466	0.847	0.119	0.679	0.337
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC0458F68A5	1.899	0.101	0.842	0.773	1.163	0.797	1.145	0.466	0.847	0.119	0.679	0.337
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC06E5E0C83	1.899	0.101	0.842	0.773	1.163	0.797	1.145	0.466	0.847	0.119	0.679	0.337
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC09FDA4F45	1.899	0.101	0.842	0.773	1.163	0.797	1.145	0.466	0.847	0.119	0.679	0.337
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC0F4BC2909	1.899	0.101	0.842	0.773	1.163	0.797	1.145	0.466	0.847	0.119	0.679	0.337
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC02AE206BE	1.899	0.101	0.842	0.773	1.163	0.797	1.145	0.466	0.847	0.119	0.679	0.337
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC0A8E69BC5	1.899	0.101	0.842	0.773	1.163	0.797	1.145	0.466	0.847	0.119	0.679	0.337
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC05B6D413B	1.899	0.101	0.842	0.773	1.163	0.797	1.145	0.466	0.847	0.119	0.679	0.337
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC05992FDC8	1.899	0.101	0.842	0.773	1.163	0.797	1.145	0.466	0.847	0.119	0.679	0.337
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC069F95780	1.899	0.101	0.842	0.773	1.163	0.797	1.145	0.466	0.847	0.119	0.679	0.337
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC0DAD29856	1.899	0.101	0.842	0.773	1.163	0.797	1.145	0.466	0.847	0.119	0.679	0.337
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC02F06FF62	1.899	0.101	0.842	0.773	1.163	0.797	1.145	0.466	0.847	0.119	0.679	0.337
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC0EC572716	1.899	0.101	0.842	0.773	1.163	0.797	1.145	0.466	0.847	0.119	0.679	0.337
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC0F8D27FBC	1.899	0.101	0.842	0.773	1.163	0.797	1.145	0.466	0.847	0.119	0.679	0.337
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC0EA3FC100	1.899	0.101	0.842	0.773	1.163	0.797	1.145	0.466	0.847	0.119	0.679	0.337
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC091173D82	1.899	0.101	0.842	0.773	1.163	0.797	1.145	0.466	0.847	0.119	0.679	0.337
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC07FB88720	1.899	0.101	0.842	0.773	1.163	0.797	1.145	0.466	0.847	0.119	0.679	0.337
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC035953E6B	1.899	0.101	0.842	0.773	1.163	0.797	1.145	0.466	0.847	0.119	0.679	0.337
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC01115AAD1	1.899	0.101	0.842	0.773	1.163	0.797	1.145	0.466	0.847	0.119	0.679	0.337
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC0BD4C290F	1.899	0.101	0.842	0.773	1.163	0.797	1.145	0.466	0.847	0.119	0.679	0.337
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC053BBE2B1	1.899	0.101	0.842	0.773	1.163	0.797	1.145	0.466	0.847	0.119	0.679	0.337
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC0DA5EFA18	1.899	0.101	0.842	0.773	1.163	0.797	1.145	0.466	0.847	0.119	0.679	0.337
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC0F778DC8E	1.899	0.101	0.842	0.773	1.163	0.797	1.145	0.466	0.847	0.119	0.679	0.337
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC0F590482E	1.899	0.101	0.842	0.773	1.163	0.797	1.145	0.466	0.847	0.119	0.679	0.337
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC0BA41B0D3	1.899	0.101	0.842	0.773	1.163	0.797	1.145	0.466	0.847	0.119	0.679	0.337
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC090DB3159	1.899	0.101	0.842	0.773	1.163	0.797	1.145	0.466	0.847	0.119	0.679	0.337
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC0FF018913	1.899	0.101	0.842	0.773	1.163	0.797	1.145	0.466	0.847	0.119	0.679	0.337
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC08BF895FC	1.899	0.101	0.842	0.773	1.163	0.797	1.145	0.466	0.847	0.119	0.679	0.337
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC0D7F33CFB	1.899	0.101	0.842	0.773	1.163	0.797	1.145	0.466	0.847	0.119	0.679	0.337
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC040B3EFBC	1.899	0.101	0.842	0.773	1.163	0.797	1.145	0.466	0.847	0.119	0.679	0.337
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC0EACF2D60	1.899	0.101	0.842	0.773	1.163	0.797	1.145	0.466	0.847	0.119	0.679	0.337
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC09C06C70F	1.899	0.101	0.842	0.773	1.163	0.797	1.145	0.466	0.847	0.119	0.679	0.337
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC004A436C5	1.899	0.101	0.842	0.773	1.163	0.797	1.145	0.466	0.847	0.119	0.679	0.337
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC00BE2EEE3	1.899	0.101	0.842	0.773	1.163	0.797	1.145	0.466	0.847	0.119	0.679	0.337
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC08AA91C84	1.899	0.101	0.842	0.773	1.163	0.797	1.145	0.466	0.847	0.119	0.679	0.337
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC0EAF80261	1.899	0.101	0.842	0.773	1.163	0.797	1.145	0.466	0.847	0.119	0.679	0.337
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC05D87F723	1.899	0.101	0.842	0.773	1.163	0.797	1.145	0.466	0.847	0.119	0.679	0.337
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC0606C6896	1.899	0.101	0.842	0.773	1.163	0.797	1.145	0.466	0.847	0.119	0.679	0.337
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC01EA4FF6B	1.899	0.101	0.842	0.773	1.163	0.797	1.145	0.466	0.847	0.119	0.679	0.337
