gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	Atypical_NKT_cells	CD8+_CD73+_regulatory_T_cells	CD8+_NK-like_TEMRA_cells	CD8+_NK-like_early_effector_T_cells	CD8+_TEMRA_cells	CD8+_central_memory_T_cells	CD8+_cycling_effector_T_cells	CD8+_effector_memory_T_cells_1	CD8+_effector_memory_T_cells_2	CD8+_naive_T_cells	Gamma_Delta_T_cells	MAIT_cells
ICAM1	P05362	False	ICAM1_HUMAN		CPI-SC0B6D68FD5	0.035	0.048	0.067	0.025	0.039	0.015	0.035	0.045	0.045	0.01	0.032	0.082
F10	P00742	False	FA10_HUMAN		CPI-SC0C3E2D267	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C3	P01024	False	CO3_HUMAN		CPI-SC0527EEE7A	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GP1BA	P07359	False	GP1BA_HUMAN		CPI-SC0B292AEE6	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
JAM3	Q9BX67	False	JAM3_HUMAN		CPI-SC0F9DD28F3	0.0	0.019	0.002	0.008	0.004	0.007	0.0	0.005	0.004	0.008	0.0	0.005
THY1	P04216	False	THY1_HUMAN		CPI-SC0C6B54D7A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FCER2	P06734	False	FCER2_HUMAN		CPI-SC03446A95E	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ICAM1	P05362	False	ICAM1_HUMAN		CPI-SC0A9458008	0.035	0.048	0.067	0.025	0.039	0.015	0.035	0.045	0.045	0.01	0.032	0.082
VCAM1	P19320	False	VCAM1_HUMAN		CPI-SC019DBDA78	0.007	0.0	0.003	0.0	0.004	0.0	0.0	0.014	0.017	0.0	0.0	0.0
ICAM3	P32942	False	ICAM3_HUMAN		CPI-SC0E8575642	0.905	1.023	1.269	1.117	1.055	1.075	1.251	1.004	1.237	0.906	1.039	1.002
ICAM1	P05362	False	ICAM1_HUMAN		CPI-SC0F4AC5AA2	0.035	0.048	0.067	0.025	0.039	0.015	0.035	0.045	0.045	0.01	0.032	0.082
ICAM2	P13598	False	ICAM2_HUMAN		CPI-SC063BC3DDE	0.356	0.561	0.586	0.784	0.533	0.715	0.528	0.497	0.452	0.496	0.632	0.716
ICAM3	P32942	False	ICAM3_HUMAN		CPI-SC0329D5397	0.905	1.023	1.269	1.117	1.055	1.075	1.251	1.004	1.237	0.906	1.039	1.002
ICAM4	Q14773	False	ICAM4_HUMAN		CPI-SC092659F65	0.0	0.07	0.0	0.039	0.001	0.021	0.0	0.001	0.006	0.014	0.0	0.01
F11R	Q9Y624	False	JAM1_HUMAN		CPI-SC08923F7F7	0.056	0.121	0.145	0.098	0.094	0.093	0.073	0.059	0.047	0.077	0.123	0.059
IFNA8	P32881	False	IFNA8_HUMAN		CPI-SC09AF1889C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IFNE	Q86WN2	False	IFNE_HUMAN		CPI-SC0859FAC25	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IFNA1	P01562	False	IFNA1_HUMAN		CPI-SC064937925	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IFNA2	P01563	False	IFNA2_HUMAN		CPI-SC0B4211EFF	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IFNA10	P01566	False	IFN10_HUMAN		CPI-SC077EB8064	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IFNA7	P01567	False	IFNA7_HUMAN		CPI-SC0B6162857	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IFNA21	P01568	False	IFN21_HUMAN		CPI-SC0A8A78670	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IFNA5	P01569	False	IFNA5_HUMAN		CPI-SC09458C6C0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IFNA14	P01570	False	IFN14_HUMAN		CPI-SC0AF90F422	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IFNA17	P01571	False	IFN17_HUMAN		CPI-SC07A2679B1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IFNB1	P01574	False	IFNB_HUMAN		CPI-SC091D10DFA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IFNW1	P05000	False	IFNW1_HUMAN		CPI-SC0E16B866E	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IFNA6	P05013	False	IFNA6_HUMAN		CPI-SC0C1B5BAA1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IFNA4	P05014	False	IFNA4_HUMAN		CPI-SC0EC4B9BBD	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IFNA16	P05015	False	IFN16_HUMAN		CPI-SC0B0AFEFF1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IFNK	Q9P0W0	False	IFNK_HUMAN		CPI-SC0D089F0A9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GDF11	O95390	False	GDF11_HUMAN		CPI-SC001669E22	0.025	0.007	0.005	0.015	0.018	0.013	0.0	0.02	0.005	0.012	0.013	0.011
MSTN	O14793	False	GDF8_HUMAN		CPI-SC023986FB9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TGFB1	P01137	False	TGFB1_HUMAN		CPI-SC098C06330	0.606	0.219	0.485	0.396	0.495	0.345	0.658	0.38	0.423	0.241	0.633	0.408
TGFB3	P10600	False	TGFB3_HUMAN		CPI-SC0D5CFA431	0.0	0.0	0.002	0.0	0.001	0.002	0.0	0.003	0.0	0.001	0.0	0.004
TGFB2	P61812	False	TGFB2_HUMAN		CPI-SC03DD946B2	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0
TGFB1	P01137	False	TGFB1_HUMAN		CPI-SC0984894BC	0.606	0.219	0.485	0.396	0.495	0.345	0.658	0.38	0.423	0.241	0.633	0.408
TGFB3	P10600	False	TGFB3_HUMAN		CPI-SC0077CEB82	0.0	0.0	0.002	0.0	0.001	0.002	0.0	0.003	0.0	0.001	0.0	0.004
TGFB2	P61812	False	TGFB2_HUMAN		CPI-SC032246C72	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0
NRG1	Q02297	False	NRG1_HUMAN		CPI-SC0E5218AA4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IGF1	P05019	False	IGF1_HUMAN		CPI-SC0A68C5F13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0
GDF9	O60383	False	GDF9_HUMAN		CPI-SC0FDB4B6D9	0.0	0.0	0.002	0.0	0.0	0.003	0.0	0.002	0.0	0.002	0.0	0.0
IFNG	P01579	False	IFNG_HUMAN		CPI-SC09E5431A2	0.092	0.0	0.108	0.013	0.104	0.0	0.251	0.122	0.182	0.0	0.053	0.015
IFNL1	Q8IU54	False	IFNL1_HUMAN		CPI-SC07B4ED8C9	0.009	0.042	0.012	0.0	0.014	0.017	0.018	0.015	0.025	0.003	0.033	0.041
IFNL3	Q8IZI9	False	IFNL3_HUMAN		CPI-SC0F486460D	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IFNL2	Q8IZJ0	False	IFNL2_HUMAN		CPI-SC077B6280E	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TSLP	Q969D9	False	TSLP_HUMAN		CPI-SC090068F7B	0.0	0.0	0.002	0.0	0.002	0.001	0.0	0.003	0.0	0.0	0.0	0.005
CRLF2	Q9HC73	False	CRLF2_HUMAN		CPI-SC047CEF2DD	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0
TGFBR1	P36897	True	TGFR1_HUMAN	TGFR_AVR2A	CPI-SC001669E22	0.111	0.022	0.121	0.022	0.106	0.023	0.044	0.063	0.073	0.02	0.067	0.128
TGFBR1	P36897	True	TGFR1_HUMAN	TGFR_AVR2A	CPI-SC023986FB9	0.111	0.022	0.121	0.022	0.106	0.023	0.044	0.063	0.073	0.02	0.067	0.128
TGFBR1	P36897	True	TGFR1_HUMAN	TGFR_BMPR2	CPI-SC0FDB4B6D9	0.111	0.022	0.121	0.022	0.106	0.023	0.044	0.063	0.073	0.02	0.067	0.128
TGFBR1	P36897	True	TGFR1_HUMAN	TGFbeta receptor1	CPI-SC098C06330	0.111	0.022	0.121	0.022	0.106	0.023	0.044	0.063	0.073	0.02	0.067	0.128
TGFBR1	P36897	True	TGFR1_HUMAN	TGFbeta receptor1	CPI-SC0D5CFA431	0.111	0.022	0.121	0.022	0.106	0.023	0.044	0.063	0.073	0.02	0.067	0.128
TGFBR1	P36897	True	TGFR1_HUMAN	TGFbeta receptor1	CPI-SC03DD946B2	0.111	0.022	0.121	0.022	0.106	0.023	0.044	0.063	0.073	0.02	0.067	0.128
ACVR2A	P27037	True	AVR2A_HUMAN	TGFR_AVR2A	CPI-SC001669E22	0.0	0.018	0.0	0.031	0.004	0.022	0.0	0.009	0.005	0.01	0.0	0.009
ACVR2A	P27037	True	AVR2A_HUMAN	TGFR_AVR2A	CPI-SC023986FB9	0.0	0.018	0.0	0.031	0.004	0.022	0.0	0.009	0.005	0.01	0.0	0.009
BMPR2	Q13873	True	BMPR2_HUMAN	TGFR_BMPR2	CPI-SC0FDB4B6D9	0.075	0.026	0.046	0.016	0.049	0.018	0.044	0.024	0.054	0.029	0.107	0.065
TGFBR2	P37173	True	TGFR2_HUMAN	TGFbeta receptor1	CPI-SC098C06330	0.207	0.179	0.257	0.132	0.238	0.114	0.15	0.263	0.184	0.276	0.242	0.271
TGFBR2	P37173	True	TGFR2_HUMAN	TGFbeta receptor1	CPI-SC0D5CFA431	0.207	0.179	0.257	0.132	0.238	0.114	0.15	0.263	0.184	0.276	0.242	0.271
TGFBR2	P37173	True	TGFR2_HUMAN	TGFbeta receptor1	CPI-SC03DD946B2	0.207	0.179	0.257	0.132	0.238	0.114	0.15	0.263	0.184	0.276	0.242	0.271
TGFBR2	P37173	True	TGFR2_HUMAN	TGFbeta receptor2	CPI-SC0984894BC	0.207	0.179	0.257	0.132	0.238	0.114	0.15	0.263	0.184	0.276	0.242	0.271
TGFBR2	P37173	True	TGFR2_HUMAN	TGFbeta receptor2	CPI-SC0077CEB82	0.207	0.179	0.257	0.132	0.238	0.114	0.15	0.263	0.184	0.276	0.242	0.271
TGFBR2	P37173	True	TGFR2_HUMAN	TGFbeta receptor2	CPI-SC032246C72	0.207	0.179	0.257	0.132	0.238	0.114	0.15	0.263	0.184	0.276	0.242	0.271
ACVR1	Q04771	True	ACVR1_HUMAN	TGFbeta receptor2	CPI-SC0984894BC	0.0	0.007	0.007	0.03	0.002	0.023	0.023	0.009	0.0	0.019	0.007	0.0
ACVR1	Q04771	True	ACVR1_HUMAN	TGFbeta receptor2	CPI-SC0077CEB82	0.0	0.007	0.007	0.03	0.002	0.023	0.023	0.009	0.0	0.019	0.007	0.0
ACVR1	Q04771	True	ACVR1_HUMAN	TGFbeta receptor2	CPI-SC032246C72	0.0	0.007	0.007	0.03	0.002	0.023	0.023	0.009	0.0	0.019	0.007	0.0
IL7R	P16871	True	IL7RA_HUMAN	TSLPR	CPI-SC090068F7B	0.011	3.085	0.055	2.773	0.421	2.877	0.423	1.697	0.858	2.388	0.191	3.356
IL7R	P16871	True	IL7RA_HUMAN	TSLPR	CPI-SC047CEF2DD	0.011	3.085	0.055	2.773	0.421	2.877	0.423	1.697	0.858	2.388	0.191	3.356
CRLF2	Q9HC73	True	CRLF2_HUMAN	TSLPR	CPI-SC090068F7B	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0
CRLF2	Q9HC73	True	CRLF2_HUMAN	TSLPR	CPI-SC047CEF2DD	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0
IFNAR1	P17181	True	INAR1_HUMAN	Type I IFNR	CPI-SC09AF1889C	0.189	0.216	0.276	0.222	0.199	0.254	0.128	0.212	0.218	0.253	0.19	0.264
IFNAR1	P17181	True	INAR1_HUMAN	Type I IFNR	CPI-SC0859FAC25	0.189	0.216	0.276	0.222	0.199	0.254	0.128	0.212	0.218	0.253	0.19	0.264
IFNAR1	P17181	True	INAR1_HUMAN	Type I IFNR	CPI-SC064937925	0.189	0.216	0.276	0.222	0.199	0.254	0.128	0.212	0.218	0.253	0.19	0.264
IFNAR1	P17181	True	INAR1_HUMAN	Type I IFNR	CPI-SC0B4211EFF	0.189	0.216	0.276	0.222	0.199	0.254	0.128	0.212	0.218	0.253	0.19	0.264
IFNAR1	P17181	True	INAR1_HUMAN	Type I IFNR	CPI-SC077EB8064	0.189	0.216	0.276	0.222	0.199	0.254	0.128	0.212	0.218	0.253	0.19	0.264
IFNAR1	P17181	True	INAR1_HUMAN	Type I IFNR	CPI-SC0B6162857	0.189	0.216	0.276	0.222	0.199	0.254	0.128	0.212	0.218	0.253	0.19	0.264
IFNAR1	P17181	True	INAR1_HUMAN	Type I IFNR	CPI-SC0A8A78670	0.189	0.216	0.276	0.222	0.199	0.254	0.128	0.212	0.218	0.253	0.19	0.264
IFNAR1	P17181	True	INAR1_HUMAN	Type I IFNR	CPI-SC09458C6C0	0.189	0.216	0.276	0.222	0.199	0.254	0.128	0.212	0.218	0.253	0.19	0.264
IFNAR1	P17181	True	INAR1_HUMAN	Type I IFNR	CPI-SC0AF90F422	0.189	0.216	0.276	0.222	0.199	0.254	0.128	0.212	0.218	0.253	0.19	0.264
IFNAR1	P17181	True	INAR1_HUMAN	Type I IFNR	CPI-SC07A2679B1	0.189	0.216	0.276	0.222	0.199	0.254	0.128	0.212	0.218	0.253	0.19	0.264
IFNAR1	P17181	True	INAR1_HUMAN	Type I IFNR	CPI-SC091D10DFA	0.189	0.216	0.276	0.222	0.199	0.254	0.128	0.212	0.218	0.253	0.19	0.264
IFNAR1	P17181	True	INAR1_HUMAN	Type I IFNR	CPI-SC0E16B866E	0.189	0.216	0.276	0.222	0.199	0.254	0.128	0.212	0.218	0.253	0.19	0.264
IFNAR1	P17181	True	INAR1_HUMAN	Type I IFNR	CPI-SC0C1B5BAA1	0.189	0.216	0.276	0.222	0.199	0.254	0.128	0.212	0.218	0.253	0.19	0.264
IFNAR1	P17181	True	INAR1_HUMAN	Type I IFNR	CPI-SC0EC4B9BBD	0.189	0.216	0.276	0.222	0.199	0.254	0.128	0.212	0.218	0.253	0.19	0.264
IFNAR1	P17181	True	INAR1_HUMAN	Type I IFNR	CPI-SC0B0AFEFF1	0.189	0.216	0.276	0.222	0.199	0.254	0.128	0.212	0.218	0.253	0.19	0.264
IFNAR1	P17181	True	INAR1_HUMAN	Type I IFNR	CPI-SC0D089F0A9	0.189	0.216	0.276	0.222	0.199	0.254	0.128	0.212	0.218	0.253	0.19	0.264
IFNAR2	P48551	True	INAR2_HUMAN	Type I IFNR	CPI-SC09AF1889C	0.248	0.231	0.311	0.274	0.259	0.251	0.372	0.212	0.257	0.224	0.312	0.329
IFNAR2	P48551	True	INAR2_HUMAN	Type I IFNR	CPI-SC0859FAC25	0.248	0.231	0.311	0.274	0.259	0.251	0.372	0.212	0.257	0.224	0.312	0.329
IFNAR2	P48551	True	INAR2_HUMAN	Type I IFNR	CPI-SC064937925	0.248	0.231	0.311	0.274	0.259	0.251	0.372	0.212	0.257	0.224	0.312	0.329
IFNAR2	P48551	True	INAR2_HUMAN	Type I IFNR	CPI-SC0B4211EFF	0.248	0.231	0.311	0.274	0.259	0.251	0.372	0.212	0.257	0.224	0.312	0.329
IFNAR2	P48551	True	INAR2_HUMAN	Type I IFNR	CPI-SC077EB8064	0.248	0.231	0.311	0.274	0.259	0.251	0.372	0.212	0.257	0.224	0.312	0.329
IFNAR2	P48551	True	INAR2_HUMAN	Type I IFNR	CPI-SC0B6162857	0.248	0.231	0.311	0.274	0.259	0.251	0.372	0.212	0.257	0.224	0.312	0.329
IFNAR2	P48551	True	INAR2_HUMAN	Type I IFNR	CPI-SC0A8A78670	0.248	0.231	0.311	0.274	0.259	0.251	0.372	0.212	0.257	0.224	0.312	0.329
IFNAR2	P48551	True	INAR2_HUMAN	Type I IFNR	CPI-SC09458C6C0	0.248	0.231	0.311	0.274	0.259	0.251	0.372	0.212	0.257	0.224	0.312	0.329
IFNAR2	P48551	True	INAR2_HUMAN	Type I IFNR	CPI-SC0AF90F422	0.248	0.231	0.311	0.274	0.259	0.251	0.372	0.212	0.257	0.224	0.312	0.329
IFNAR2	P48551	True	INAR2_HUMAN	Type I IFNR	CPI-SC07A2679B1	0.248	0.231	0.311	0.274	0.259	0.251	0.372	0.212	0.257	0.224	0.312	0.329
IFNAR2	P48551	True	INAR2_HUMAN	Type I IFNR	CPI-SC091D10DFA	0.248	0.231	0.311	0.274	0.259	0.251	0.372	0.212	0.257	0.224	0.312	0.329
IFNAR2	P48551	True	INAR2_HUMAN	Type I IFNR	CPI-SC0E16B866E	0.248	0.231	0.311	0.274	0.259	0.251	0.372	0.212	0.257	0.224	0.312	0.329
IFNAR2	P48551	True	INAR2_HUMAN	Type I IFNR	CPI-SC0C1B5BAA1	0.248	0.231	0.311	0.274	0.259	0.251	0.372	0.212	0.257	0.224	0.312	0.329
IFNAR2	P48551	True	INAR2_HUMAN	Type I IFNR	CPI-SC0EC4B9BBD	0.248	0.231	0.311	0.274	0.259	0.251	0.372	0.212	0.257	0.224	0.312	0.329
IFNAR2	P48551	True	INAR2_HUMAN	Type I IFNR	CPI-SC0B0AFEFF1	0.248	0.231	0.311	0.274	0.259	0.251	0.372	0.212	0.257	0.224	0.312	0.329
IFNAR2	P48551	True	INAR2_HUMAN	Type I IFNR	CPI-SC0D089F0A9	0.248	0.231	0.311	0.274	0.259	0.251	0.372	0.212	0.257	0.224	0.312	0.329
IFNGR1	P15260	True	INGR1_HUMAN	Type II IFNR	CPI-SC09E5431A2	0.131	0.096	0.245	0.167	0.184	0.093	0.182	0.233	0.267	0.077	0.156	0.622
IFNGR2	P38484	True	INGR2_HUMAN	Type II IFNR	CPI-SC09E5431A2	0.0	0.068	0.0	0.034	0.002	0.118	0.034	0.007	0.0	0.147	0.0	0.0
IL10RB	Q08334	True	I10R2_HUMAN	Type III IFNR	CPI-SC07B4ED8C9	0.222	0.127	0.175	0.168	0.158	0.167	0.305	0.148	0.243	0.175	0.163	0.227
IL10RB	Q08334	True	I10R2_HUMAN	Type III IFNR	CPI-SC0F486460D	0.222	0.127	0.175	0.168	0.158	0.167	0.305	0.148	0.243	0.175	0.163	0.227
IL10RB	Q08334	True	I10R2_HUMAN	Type III IFNR	CPI-SC077B6280E	0.222	0.127	0.175	0.168	0.158	0.167	0.305	0.148	0.243	0.175	0.163	0.227
IFNLR1	Q8IU57	True	INLR1_HUMAN	Type III IFNR	CPI-SC07B4ED8C9	0.016	0.013	0.002	0.0	0.007	0.002	0.045	0.013	0.005	0.002	0.0	0.0
IFNLR1	Q8IU57	True	INLR1_HUMAN	Type III IFNR	CPI-SC0F486460D	0.016	0.013	0.002	0.0	0.007	0.002	0.045	0.013	0.005	0.002	0.0	0.0
IFNLR1	Q8IU57	True	INLR1_HUMAN	Type III IFNR	CPI-SC077B6280E	0.016	0.013	0.002	0.0	0.007	0.002	0.045	0.013	0.005	0.002	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC01C699B73	2.203	0.309	0.637	1.232	1.079	1.053	0.89	0.605	0.929	0.438	0.801	0.32
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC00A0B0892	2.203	0.309	0.637	1.232	1.079	1.053	0.89	0.605	0.929	0.438	0.801	0.32
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC07ECBFCA7	2.203	0.309	0.637	1.232	1.079	1.053	0.89	0.605	0.929	0.438	0.801	0.32
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0DA298BEC	2.203	0.309	0.637	1.232	1.079	1.053	0.89	0.605	0.929	0.438	0.801	0.32
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC067433F6B	2.203	0.309	0.637	1.232	1.079	1.053	0.89	0.605	0.929	0.438	0.801	0.32
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0B6F1A278	2.203	0.309	0.637	1.232	1.079	1.053	0.89	0.605	0.929	0.438	0.801	0.32
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0D19BAF15	2.203	0.309	0.637	1.232	1.079	1.053	0.89	0.605	0.929	0.438	0.801	0.32
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0F516B854	2.203	0.309	0.637	1.232	1.079	1.053	0.89	0.605	0.929	0.438	0.801	0.32
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC011F01833	2.203	0.309	0.637	1.232	1.079	1.053	0.89	0.605	0.929	0.438	0.801	0.32
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0FA79E269	2.203	0.309	0.637	1.232	1.079	1.053	0.89	0.605	0.929	0.438	0.801	0.32
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC04936738A	2.203	0.309	0.637	1.232	1.079	1.053	0.89	0.605	0.929	0.438	0.801	0.32
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC02B111AB0	2.203	0.309	0.637	1.232	1.079	1.053	0.89	0.605	0.929	0.438	0.801	0.32
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0CE851065	2.203	0.309	0.637	1.232	1.079	1.053	0.89	0.605	0.929	0.438	0.801	0.32
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC07375C073	2.203	0.309	0.637	1.232	1.079	1.053	0.89	0.605	0.929	0.438	0.801	0.32
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0D6C777F2	2.203	0.309	0.637	1.232	1.079	1.053	0.89	0.605	0.929	0.438	0.801	0.32
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0F74C069F	2.203	0.309	0.637	1.232	1.079	1.053	0.89	0.605	0.929	0.438	0.801	0.32
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC041DEF0FB	2.203	0.309	0.637	1.232	1.079	1.053	0.89	0.605	0.929	0.438	0.801	0.32
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0C907A888	2.203	0.309	0.637	1.232	1.079	1.053	0.89	0.605	0.929	0.438	0.801	0.32
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC08B1D5269	2.203	0.309	0.637	1.232	1.079	1.053	0.89	0.605	0.929	0.438	0.801	0.32
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0F8101D41	2.203	0.309	0.637	1.232	1.079	1.053	0.89	0.605	0.929	0.438	0.801	0.32
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC087556B01	2.203	0.309	0.637	1.232	1.079	1.053	0.89	0.605	0.929	0.438	0.801	0.32
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC08E75294D	2.203	0.309	0.637	1.232	1.079	1.053	0.89	0.605	0.929	0.438	0.801	0.32
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0017F527E	2.203	0.309	0.637	1.232	1.079	1.053	0.89	0.605	0.929	0.438	0.801	0.32
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC00C0800EB	2.203	0.309	0.637	1.232	1.079	1.053	0.89	0.605	0.929	0.438	0.801	0.32
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0A3F146C2	2.203	0.309	0.637	1.232	1.079	1.053	0.89	0.605	0.929	0.438	0.801	0.32
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC008F4294F	2.203	0.309	0.637	1.232	1.079	1.053	0.89	0.605	0.929	0.438	0.801	0.32
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0A199B69E	2.203	0.309	0.637	1.232	1.079	1.053	0.89	0.605	0.929	0.438	0.801	0.32
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC015980AEB	2.203	0.309	0.637	1.232	1.079	1.053	0.89	0.605	0.929	0.438	0.801	0.32
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0F94B2CF9	2.203	0.309	0.637	1.232	1.079	1.053	0.89	0.605	0.929	0.438	0.801	0.32
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC05565E8CE	2.203	0.309	0.637	1.232	1.079	1.053	0.89	0.605	0.929	0.438	0.801	0.32
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0517A327B	2.203	0.309	0.637	1.232	1.079	1.053	0.89	0.605	0.929	0.438	0.801	0.32
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC067EE23E1	2.203	0.309	0.637	1.232	1.079	1.053	0.89	0.605	0.929	0.438	0.801	0.32
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC09DFB2ACA	2.203	0.309	0.637	1.232	1.079	1.053	0.89	0.605	0.929	0.438	0.801	0.32
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC090311934	2.203	0.309	0.637	1.232	1.079	1.053	0.89	0.605	0.929	0.438	0.801	0.32
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC05D8C0EF5	2.203	0.309	0.637	1.232	1.079	1.053	0.89	0.605	0.929	0.438	0.801	0.32
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0725E3A76	2.203	0.309	0.637	1.232	1.079	1.053	0.89	0.605	0.929	0.438	0.801	0.32
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0C9CBDD21	2.203	0.309	0.637	1.232	1.079	1.053	0.89	0.605	0.929	0.438	0.801	0.32
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0BA1D5E00	2.203	0.309	0.637	1.232	1.079	1.053	0.89	0.605	0.929	0.438	0.801	0.32
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0147A8A42	2.203	0.309	0.637	1.232	1.079	1.053	0.89	0.605	0.929	0.438	0.801	0.32
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC08938BB1C	2.203	0.309	0.637	1.232	1.079	1.053	0.89	0.605	0.929	0.438	0.801	0.32
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC02131C05A	2.203	0.309	0.637	1.232	1.079	1.053	0.89	0.605	0.929	0.438	0.801	0.32
