gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	Atypical NKT cells	CD8+ CD73+ regulatory T cells	CD8+ NK-like TEMRA cells	CD8+ NK-like early effector T cells	CD8+ TEMRA cells	CD8+ central memory T cells	CD8+ cycling effector T cells	CD8+ effector memory T cells 1	CD8+ effector memory T cells 2	CD8+ exhausted T cells	CD8+ naive T cells	Gamma Delta T cells	MAIT cells
ICAM1	P05362	False	ICAM1_HUMAN		CPI-SC0F4AC5AA2	0.0	0.018	0.069	0.017	0.026	0.026	0.012	0.046	0.041	0.0	0.024	0.037	0.047
ICAM2	P13598	False	ICAM2_HUMAN		CPI-SC063BC3DDE	0.0	0.636	0.49	0.446	0.32	0.582	0.277	0.382	0.266	0.0	0.449	0.818	0.606
ICAM3	P32942	False	ICAM3_HUMAN		CPI-SC0329D5397	1.36	1.034	1.056	0.999	0.997	1.038	0.939	1.01	1.04	2.043	0.836	0.961	1.029
ICAM4	Q14773	False	ICAM4_HUMAN		CPI-SC092659F65	0.0	0.033	0.0	0.0	0.01	0.008	0.02	0.001	0.012	0.0	0.003	0.0	0.004
F11R	Q9Y624	False	JAM1_HUMAN		CPI-SC08923F7F7	0.0	0.074	0.087	0.102	0.049	0.076	0.027	0.039	0.034	0.0	0.045	0.175	0.038
IFNA8	P32881	False	IFNA8_HUMAN		CPI-SC09AF1889C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IFNE	Q86WN2	False	IFNE_HUMAN		CPI-SC0859FAC25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IFNA1	P01562	False	IFNA1_HUMAN		CPI-SC064937925	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IFNA2	P01563	False	IFNA2_HUMAN		CPI-SC0B4211EFF	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IFNA10	P01566	False	IFN10_HUMAN		CPI-SC077EB8064	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IFNA7	P01567	False	IFNA7_HUMAN		CPI-SC0B6162857	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IFNA21	P01568	False	IFN21_HUMAN		CPI-SC0A8A78670	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IFNA5	P01569	False	IFNA5_HUMAN		CPI-SC09458C6C0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IFNA14	P01570	False	IFN14_HUMAN		CPI-SC0AF90F422	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IFNA17	P01571	False	IFN17_HUMAN		CPI-SC07A2679B1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IFNB1	P01574	False	IFNB_HUMAN		CPI-SC091D10DFA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IFNW1	P05000	False	IFNW1_HUMAN		CPI-SC0E16B866E	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IFNA6	P05013	False	IFNA6_HUMAN		CPI-SC0C1B5BAA1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IFNA4	P05014	False	IFNA4_HUMAN		CPI-SC0EC4B9BBD	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IFNA16	P05015	False	IFN16_HUMAN		CPI-SC0B0AFEFF1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IFNK	Q9P0W0	False	IFNK_HUMAN		CPI-SC0D089F0A9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GDF11	O95390	False	GDF11_HUMAN		CPI-SC001669E22	0.0	0.0	0.019	0.0	0.016	0.005	0.017	0.01	0.017	0.0	0.002	0.005	0.013
MSTN	O14793	False	GDF8_HUMAN		CPI-SC023986FB9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TGFB1	P01137	False	TGFB1_HUMAN		CPI-SC098C06330	0.54	0.235	0.322	0.363	0.387	0.284	0.472	0.318	0.391	0.751	0.197	0.47	0.358
TGFB3	P10600	False	TGFB3_HUMAN		CPI-SC0D5CFA431	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0
TGFB2	P61812	False	TGFB2_HUMAN		CPI-SC03DD946B2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TGFB1	P01137	False	TGFB1_HUMAN		CPI-SC0984894BC	0.54	0.235	0.322	0.363	0.387	0.284	0.472	0.318	0.391	0.751	0.197	0.47	0.358
TGFB3	P10600	False	TGFB3_HUMAN		CPI-SC0077CEB82	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0
TGFB2	P61812	False	TGFB2_HUMAN		CPI-SC032246C72	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NRG1	Q02297	False	NRG1_HUMAN		CPI-SC0E5218AA4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IGF1	P05019	False	IGF1_HUMAN		CPI-SC0A68C5F13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0
GDF9	O60383	False	GDF9_HUMAN		CPI-SC0FDB4B6D9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005
IFNG	P01579	False	IFNG_HUMAN		CPI-SC09E5431A2	0.0	0.0	0.053	0.0	0.059	0.01	0.106	0.069	0.074	0.0	0.003	0.049	0.015
CD47	Q08722	False	CD47_HUMAN		CPI-SC0EB8DC52F	0.572	0.546	0.73	0.604	0.825	0.604	1.059	0.672	0.907	0.751	0.458	0.946	0.621
IFNL1	Q8IU54	False	IFNL1_HUMAN		CPI-SC07B4ED8C9	0.0	0.041	0.007	0.0	0.007	0.02	0.007	0.016	0.009	0.0	0.016	0.022	0.042
IFNL3	Q8IZI9	False	IFNL3_HUMAN		CPI-SC0F486460D	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IFNL2	Q8IZJ0	False	IFNL2_HUMAN		CPI-SC077B6280E	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TSLP	Q969D9	False	TSLP_HUMAN		CPI-SC090068F7B	0.0	0.0	0.003	0.0	0.0	0.0	0.004	0.001	0.0	0.0	0.0	0.0	0.01
CRLF2	Q9HC73	False	CRLF2_HUMAN		CPI-SC047CEF2DD	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SIRPB1	O00241	True	SIRB1_HUMAN	SIRB1 complex	CPI-SC0EB8DC52F	0.0	0.0	0.011	0.0	0.002	0.0	0.0	0.001	0.0	0.0	0.002	0.011	0.0
TYROBP	O43914	True	TYOBP_HUMAN	SIRB1 complex	CPI-SC0EB8DC52F	0.0	0.018	0.971	0.084	0.049	0.022	0.028	0.034	0.017	0.0	0.011	2.524	0.911
TGFBR1	P36897	True	TGFR1_HUMAN	TGFR_AVR2A	CPI-SC001669E22	0.0	0.032	0.088	0.049	0.073	0.017	0.062	0.069	0.061	0.0	0.057	0.089	0.046
TGFBR1	P36897	True	TGFR1_HUMAN	TGFR_AVR2A	CPI-SC023986FB9	0.0	0.032	0.088	0.049	0.073	0.017	0.062	0.069	0.061	0.0	0.057	0.089	0.046
TGFBR1	P36897	True	TGFR1_HUMAN	TGFR_BMPR2	CPI-SC0FDB4B6D9	0.0	0.032	0.088	0.049	0.073	0.017	0.062	0.069	0.061	0.0	0.057	0.089	0.046
TGFBR1	P36897	True	TGFR1_HUMAN	TGFbeta receptor1	CPI-SC098C06330	0.0	0.032	0.088	0.049	0.073	0.017	0.062	0.069	0.061	0.0	0.057	0.089	0.046
TGFBR1	P36897	True	TGFR1_HUMAN	TGFbeta receptor1	CPI-SC0D5CFA431	0.0	0.032	0.088	0.049	0.073	0.017	0.062	0.069	0.061	0.0	0.057	0.089	0.046
TGFBR1	P36897	True	TGFR1_HUMAN	TGFbeta receptor1	CPI-SC03DD946B2	0.0	0.032	0.088	0.049	0.073	0.017	0.062	0.069	0.061	0.0	0.057	0.089	0.046
ACVR2A	P27037	True	AVR2A_HUMAN	TGFR_AVR2A	CPI-SC001669E22	0.268	0.03	0.0	0.045	0.0	0.022	0.003	0.001	0.003	0.0	0.0	0.0	0.0
ACVR2A	P27037	True	AVR2A_HUMAN	TGFR_AVR2A	CPI-SC023986FB9	0.268	0.03	0.0	0.045	0.0	0.022	0.003	0.001	0.003	0.0	0.0	0.0	0.0
BMPR2	Q13873	True	BMPR2_HUMAN	TGFR_BMPR2	CPI-SC0FDB4B6D9	0.0	0.028	0.038	0.02	0.035	0.025	0.028	0.04	0.026	0.0	0.03	0.052	0.038
TGFBR2	P37173	True	TGFR2_HUMAN	TGFbeta receptor1	CPI-SC098C06330	0.294	0.169	0.206	0.16	0.211	0.147	0.192	0.208	0.242	0.0	0.3	0.26	0.248
TGFBR2	P37173	True	TGFR2_HUMAN	TGFbeta receptor1	CPI-SC0D5CFA431	0.294	0.169	0.206	0.16	0.211	0.147	0.192	0.208	0.242	0.0	0.3	0.26	0.248
TGFBR2	P37173	True	TGFR2_HUMAN	TGFbeta receptor1	CPI-SC03DD946B2	0.294	0.169	0.206	0.16	0.211	0.147	0.192	0.208	0.242	0.0	0.3	0.26	0.248
TGFBR2	P37173	True	TGFR2_HUMAN	TGFbeta receptor2	CPI-SC0984894BC	0.294	0.169	0.206	0.16	0.211	0.147	0.192	0.208	0.242	0.0	0.3	0.26	0.248
TGFBR2	P37173	True	TGFR2_HUMAN	TGFbeta receptor2	CPI-SC0077CEB82	0.294	0.169	0.206	0.16	0.211	0.147	0.192	0.208	0.242	0.0	0.3	0.26	0.248
TGFBR2	P37173	True	TGFR2_HUMAN	TGFbeta receptor2	CPI-SC032246C72	0.294	0.169	0.206	0.16	0.211	0.147	0.192	0.208	0.242	0.0	0.3	0.26	0.248
ACVR1	Q04771	True	ACVR1_HUMAN	TGFbeta receptor2	CPI-SC0984894BC	0.0	0.012	0.0	0.017	0.006	0.024	0.007	0.009	0.014	0.0	0.007	0.0	0.01
ACVR1	Q04771	True	ACVR1_HUMAN	TGFbeta receptor2	CPI-SC0077CEB82	0.0	0.012	0.0	0.017	0.006	0.024	0.007	0.009	0.014	0.0	0.007	0.0	0.01
ACVR1	Q04771	True	ACVR1_HUMAN	TGFbeta receptor2	CPI-SC032246C72	0.0	0.012	0.0	0.017	0.006	0.024	0.007	0.009	0.014	0.0	0.007	0.0	0.01
IL7R	P16871	True	IL7RA_HUMAN	TSLPR	CPI-SC090068F7B	1.545	3.073	0.26	2.626	0.449	2.779	0.162	1.448	0.474	0.0	2.424	0.194	3.028
IL7R	P16871	True	IL7RA_HUMAN	TSLPR	CPI-SC047CEF2DD	1.545	3.073	0.26	2.626	0.449	2.779	0.162	1.448	0.474	0.0	2.424	0.194	3.028
CRLF2	Q9HC73	True	CRLF2_HUMAN	TSLPR	CPI-SC090068F7B	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CRLF2	Q9HC73	True	CRLF2_HUMAN	TSLPR	CPI-SC047CEF2DD	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IFNAR1	P17181	True	INAR1_HUMAN	Type I IFNR	CPI-SC09AF1889C	0.335	0.214	0.214	0.216	0.205	0.209	0.177	0.203	0.209	0.751	0.219	0.24	0.229
IFNAR1	P17181	True	INAR1_HUMAN	Type I IFNR	CPI-SC0859FAC25	0.335	0.214	0.214	0.216	0.205	0.209	0.177	0.203	0.209	0.751	0.219	0.24	0.229
IFNAR1	P17181	True	INAR1_HUMAN	Type I IFNR	CPI-SC064937925	0.335	0.214	0.214	0.216	0.205	0.209	0.177	0.203	0.209	0.751	0.219	0.24	0.229
IFNAR1	P17181	True	INAR1_HUMAN	Type I IFNR	CPI-SC0B4211EFF	0.335	0.214	0.214	0.216	0.205	0.209	0.177	0.203	0.209	0.751	0.219	0.24	0.229
IFNAR1	P17181	True	INAR1_HUMAN	Type I IFNR	CPI-SC077EB8064	0.335	0.214	0.214	0.216	0.205	0.209	0.177	0.203	0.209	0.751	0.219	0.24	0.229
IFNAR1	P17181	True	INAR1_HUMAN	Type I IFNR	CPI-SC0B6162857	0.335	0.214	0.214	0.216	0.205	0.209	0.177	0.203	0.209	0.751	0.219	0.24	0.229
IFNAR1	P17181	True	INAR1_HUMAN	Type I IFNR	CPI-SC0A8A78670	0.335	0.214	0.214	0.216	0.205	0.209	0.177	0.203	0.209	0.751	0.219	0.24	0.229
IFNAR1	P17181	True	INAR1_HUMAN	Type I IFNR	CPI-SC09458C6C0	0.335	0.214	0.214	0.216	0.205	0.209	0.177	0.203	0.209	0.751	0.219	0.24	0.229
IFNAR1	P17181	True	INAR1_HUMAN	Type I IFNR	CPI-SC0AF90F422	0.335	0.214	0.214	0.216	0.205	0.209	0.177	0.203	0.209	0.751	0.219	0.24	0.229
IFNAR1	P17181	True	INAR1_HUMAN	Type I IFNR	CPI-SC07A2679B1	0.335	0.214	0.214	0.216	0.205	0.209	0.177	0.203	0.209	0.751	0.219	0.24	0.229
IFNAR1	P17181	True	INAR1_HUMAN	Type I IFNR	CPI-SC091D10DFA	0.335	0.214	0.214	0.216	0.205	0.209	0.177	0.203	0.209	0.751	0.219	0.24	0.229
IFNAR1	P17181	True	INAR1_HUMAN	Type I IFNR	CPI-SC0E16B866E	0.335	0.214	0.214	0.216	0.205	0.209	0.177	0.203	0.209	0.751	0.219	0.24	0.229
IFNAR1	P17181	True	INAR1_HUMAN	Type I IFNR	CPI-SC0C1B5BAA1	0.335	0.214	0.214	0.216	0.205	0.209	0.177	0.203	0.209	0.751	0.219	0.24	0.229
IFNAR1	P17181	True	INAR1_HUMAN	Type I IFNR	CPI-SC0EC4B9BBD	0.335	0.214	0.214	0.216	0.205	0.209	0.177	0.203	0.209	0.751	0.219	0.24	0.229
IFNAR1	P17181	True	INAR1_HUMAN	Type I IFNR	CPI-SC0B0AFEFF1	0.335	0.214	0.214	0.216	0.205	0.209	0.177	0.203	0.209	0.751	0.219	0.24	0.229
IFNAR1	P17181	True	INAR1_HUMAN	Type I IFNR	CPI-SC0D089F0A9	0.335	0.214	0.214	0.216	0.205	0.209	0.177	0.203	0.209	0.751	0.219	0.24	0.229
IFNAR2	P48551	True	INAR2_HUMAN	Type I IFNR	CPI-SC09AF1889C	0.0	0.287	0.231	0.183	0.231	0.238	0.219	0.228	0.284	0.0	0.278	0.373	0.267
IFNAR2	P48551	True	INAR2_HUMAN	Type I IFNR	CPI-SC0859FAC25	0.0	0.287	0.231	0.183	0.231	0.238	0.219	0.228	0.284	0.0	0.278	0.373	0.267
IFNAR2	P48551	True	INAR2_HUMAN	Type I IFNR	CPI-SC064937925	0.0	0.287	0.231	0.183	0.231	0.238	0.219	0.228	0.284	0.0	0.278	0.373	0.267
IFNAR2	P48551	True	INAR2_HUMAN	Type I IFNR	CPI-SC0B4211EFF	0.0	0.287	0.231	0.183	0.231	0.238	0.219	0.228	0.284	0.0	0.278	0.373	0.267
IFNAR2	P48551	True	INAR2_HUMAN	Type I IFNR	CPI-SC077EB8064	0.0	0.287	0.231	0.183	0.231	0.238	0.219	0.228	0.284	0.0	0.278	0.373	0.267
IFNAR2	P48551	True	INAR2_HUMAN	Type I IFNR	CPI-SC0B6162857	0.0	0.287	0.231	0.183	0.231	0.238	0.219	0.228	0.284	0.0	0.278	0.373	0.267
IFNAR2	P48551	True	INAR2_HUMAN	Type I IFNR	CPI-SC0A8A78670	0.0	0.287	0.231	0.183	0.231	0.238	0.219	0.228	0.284	0.0	0.278	0.373	0.267
IFNAR2	P48551	True	INAR2_HUMAN	Type I IFNR	CPI-SC09458C6C0	0.0	0.287	0.231	0.183	0.231	0.238	0.219	0.228	0.284	0.0	0.278	0.373	0.267
IFNAR2	P48551	True	INAR2_HUMAN	Type I IFNR	CPI-SC0AF90F422	0.0	0.287	0.231	0.183	0.231	0.238	0.219	0.228	0.284	0.0	0.278	0.373	0.267
IFNAR2	P48551	True	INAR2_HUMAN	Type I IFNR	CPI-SC07A2679B1	0.0	0.287	0.231	0.183	0.231	0.238	0.219	0.228	0.284	0.0	0.278	0.373	0.267
IFNAR2	P48551	True	INAR2_HUMAN	Type I IFNR	CPI-SC091D10DFA	0.0	0.287	0.231	0.183	0.231	0.238	0.219	0.228	0.284	0.0	0.278	0.373	0.267
IFNAR2	P48551	True	INAR2_HUMAN	Type I IFNR	CPI-SC0E16B866E	0.0	0.287	0.231	0.183	0.231	0.238	0.219	0.228	0.284	0.0	0.278	0.373	0.267
IFNAR2	P48551	True	INAR2_HUMAN	Type I IFNR	CPI-SC0C1B5BAA1	0.0	0.287	0.231	0.183	0.231	0.238	0.219	0.228	0.284	0.0	0.278	0.373	0.267
IFNAR2	P48551	True	INAR2_HUMAN	Type I IFNR	CPI-SC0EC4B9BBD	0.0	0.287	0.231	0.183	0.231	0.238	0.219	0.228	0.284	0.0	0.278	0.373	0.267
IFNAR2	P48551	True	INAR2_HUMAN	Type I IFNR	CPI-SC0B0AFEFF1	0.0	0.287	0.231	0.183	0.231	0.238	0.219	0.228	0.284	0.0	0.278	0.373	0.267
IFNAR2	P48551	True	INAR2_HUMAN	Type I IFNR	CPI-SC0D089F0A9	0.0	0.287	0.231	0.183	0.231	0.238	0.219	0.228	0.284	0.0	0.278	0.373	0.267
IFNGR1	P15260	True	INGR1_HUMAN	Type II IFNR	CPI-SC09E5431A2	0.0	0.113	0.328	0.307	0.169	0.115	0.143	0.251	0.222	0.751	0.139	0.676	0.63
IFNGR2	P38484	True	INGR2_HUMAN	Type II IFNR	CPI-SC09E5431A2	0.0	0.027	0.0	0.0	0.001	0.085	0.0	0.001	0.0	0.0	0.133	0.0	0.005
IL10RB	Q08334	True	I10R2_HUMAN	Type III IFNR	CPI-SC07B4ED8C9	0.268	0.077	0.203	0.183	0.237	0.191	0.421	0.196	0.313	0.751	0.167	0.292	0.19
IL10RB	Q08334	True	I10R2_HUMAN	Type III IFNR	CPI-SC0F486460D	0.268	0.077	0.203	0.183	0.237	0.191	0.421	0.196	0.313	0.751	0.167	0.292	0.19
IL10RB	Q08334	True	I10R2_HUMAN	Type III IFNR	CPI-SC077B6280E	0.268	0.077	0.203	0.183	0.237	0.191	0.421	0.196	0.313	0.751	0.167	0.292	0.19
IFNLR1	Q8IU57	True	INLR1_HUMAN	Type III IFNR	CPI-SC07B4ED8C9	0.0	0.015	0.017	0.056	0.02	0.009	0.035	0.02	0.031	0.0	0.003	0.0	0.005
IFNLR1	Q8IU57	True	INLR1_HUMAN	Type III IFNR	CPI-SC0F486460D	0.0	0.015	0.017	0.056	0.02	0.009	0.035	0.02	0.031	0.0	0.003	0.0	0.005
IFNLR1	Q8IU57	True	INLR1_HUMAN	Type III IFNR	CPI-SC077B6280E	0.0	0.015	0.017	0.056	0.02	0.009	0.035	0.02	0.031	0.0	0.003	0.0	0.005
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC01C699B73	2.193	0.254	0.72	1.364	1.079	1.257	0.89	0.714	1.207	1.175	0.401	1.022	0.587
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC00A0B0892	2.193	0.254	0.72	1.364	1.079	1.257	0.89	0.714	1.207	1.175	0.401	1.022	0.587
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC07ECBFCA7	2.193	0.254	0.72	1.364	1.079	1.257	0.89	0.714	1.207	1.175	0.401	1.022	0.587
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0DA298BEC	2.193	0.254	0.72	1.364	1.079	1.257	0.89	0.714	1.207	1.175	0.401	1.022	0.587
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC067433F6B	2.193	0.254	0.72	1.364	1.079	1.257	0.89	0.714	1.207	1.175	0.401	1.022	0.587
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0B6F1A278	2.193	0.254	0.72	1.364	1.079	1.257	0.89	0.714	1.207	1.175	0.401	1.022	0.587
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0D19BAF15	2.193	0.254	0.72	1.364	1.079	1.257	0.89	0.714	1.207	1.175	0.401	1.022	0.587
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0F516B854	2.193	0.254	0.72	1.364	1.079	1.257	0.89	0.714	1.207	1.175	0.401	1.022	0.587
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC011F01833	2.193	0.254	0.72	1.364	1.079	1.257	0.89	0.714	1.207	1.175	0.401	1.022	0.587
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0FA79E269	2.193	0.254	0.72	1.364	1.079	1.257	0.89	0.714	1.207	1.175	0.401	1.022	0.587
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC04936738A	2.193	0.254	0.72	1.364	1.079	1.257	0.89	0.714	1.207	1.175	0.401	1.022	0.587
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC02B111AB0	2.193	0.254	0.72	1.364	1.079	1.257	0.89	0.714	1.207	1.175	0.401	1.022	0.587
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0CE851065	2.193	0.254	0.72	1.364	1.079	1.257	0.89	0.714	1.207	1.175	0.401	1.022	0.587
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC07375C073	2.193	0.254	0.72	1.364	1.079	1.257	0.89	0.714	1.207	1.175	0.401	1.022	0.587
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0D6C777F2	2.193	0.254	0.72	1.364	1.079	1.257	0.89	0.714	1.207	1.175	0.401	1.022	0.587
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0F74C069F	2.193	0.254	0.72	1.364	1.079	1.257	0.89	0.714	1.207	1.175	0.401	1.022	0.587
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC041DEF0FB	2.193	0.254	0.72	1.364	1.079	1.257	0.89	0.714	1.207	1.175	0.401	1.022	0.587
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0C907A888	2.193	0.254	0.72	1.364	1.079	1.257	0.89	0.714	1.207	1.175	0.401	1.022	0.587
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC08B1D5269	2.193	0.254	0.72	1.364	1.079	1.257	0.89	0.714	1.207	1.175	0.401	1.022	0.587
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0F8101D41	2.193	0.254	0.72	1.364	1.079	1.257	0.89	0.714	1.207	1.175	0.401	1.022	0.587
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC087556B01	2.193	0.254	0.72	1.364	1.079	1.257	0.89	0.714	1.207	1.175	0.401	1.022	0.587
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC08E75294D	2.193	0.254	0.72	1.364	1.079	1.257	0.89	0.714	1.207	1.175	0.401	1.022	0.587
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0017F527E	2.193	0.254	0.72	1.364	1.079	1.257	0.89	0.714	1.207	1.175	0.401	1.022	0.587
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC00C0800EB	2.193	0.254	0.72	1.364	1.079	1.257	0.89	0.714	1.207	1.175	0.401	1.022	0.587
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0A3F146C2	2.193	0.254	0.72	1.364	1.079	1.257	0.89	0.714	1.207	1.175	0.401	1.022	0.587
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC008F4294F	2.193	0.254	0.72	1.364	1.079	1.257	0.89	0.714	1.207	1.175	0.401	1.022	0.587
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0A199B69E	2.193	0.254	0.72	1.364	1.079	1.257	0.89	0.714	1.207	1.175	0.401	1.022	0.587
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC015980AEB	2.193	0.254	0.72	1.364	1.079	1.257	0.89	0.714	1.207	1.175	0.401	1.022	0.587
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0F94B2CF9	2.193	0.254	0.72	1.364	1.079	1.257	0.89	0.714	1.207	1.175	0.401	1.022	0.587
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC05565E8CE	2.193	0.254	0.72	1.364	1.079	1.257	0.89	0.714	1.207	1.175	0.401	1.022	0.587
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0517A327B	2.193	0.254	0.72	1.364	1.079	1.257	0.89	0.714	1.207	1.175	0.401	1.022	0.587
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC067EE23E1	2.193	0.254	0.72	1.364	1.079	1.257	0.89	0.714	1.207	1.175	0.401	1.022	0.587
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC09DFB2ACA	2.193	0.254	0.72	1.364	1.079	1.257	0.89	0.714	1.207	1.175	0.401	1.022	0.587
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC090311934	2.193	0.254	0.72	1.364	1.079	1.257	0.89	0.714	1.207	1.175	0.401	1.022	0.587
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC05D8C0EF5	2.193	0.254	0.72	1.364	1.079	1.257	0.89	0.714	1.207	1.175	0.401	1.022	0.587
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0725E3A76	2.193	0.254	0.72	1.364	1.079	1.257	0.89	0.714	1.207	1.175	0.401	1.022	0.587
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0C9CBDD21	2.193	0.254	0.72	1.364	1.079	1.257	0.89	0.714	1.207	1.175	0.401	1.022	0.587
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0BA1D5E00	2.193	0.254	0.72	1.364	1.079	1.257	0.89	0.714	1.207	1.175	0.401	1.022	0.587
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0147A8A42	2.193	0.254	0.72	1.364	1.079	1.257	0.89	0.714	1.207	1.175	0.401	1.022	0.587
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC08938BB1C	2.193	0.254	0.72	1.364	1.079	1.257	0.89	0.714	1.207	1.175	0.401	1.022	0.587
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC02131C05A	2.193	0.254	0.72	1.364	1.079	1.257	0.89	0.714	1.207	1.175	0.401	1.022	0.587
